PhotoID,CameraModel,LensID,ShutterSpeedValue,ApertureValue,ISO,FocalLength,FocalLengthIn35mmFormat,SubjectDistance,eyeglasses,head_accessory,ear_obstruct,makeup,facialhair,face_decor,head_tilt,head_lift,head_turn,BirthYear,Age_atphoto,Gender,Nationality,Weight,Height,fWHR,M_attractiveness,SD_attractiveness,M_dominance,SD_dominance,M_femininity,SD_femininity,M_masculinity,SD_masculinity,M_trustworthiness,SD_trustworthiness,M_Turkishness,SD_Turkishness,GM_DA,GM_MF
221,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,1,0,0,0,0,0,0,0,1997,19,Female,Turkish,60,170,1.799986599,1.586206897,0.955767034,2.86440678,1.675972462,2.915254237,1.764478389,3.672131148,1.841388167,3.491525424,1.590628604,3.06779661,1.324365909,,
227,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,2,0,0,0,0,0,1,1996,20,Female,Turkish,55,165,1.838981546,2.174603175,1.17142982,2.825396825,1.508467312,3.596774194,1.476145595,2.841269841,1.536715698,3.548387097,1.387029133,2.428571429,0.979043076,0.05482813,-0.015908877
232,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,2,0,0,0,0,0,0,1996,20,Female,Turkish,52,170,1.836176095,2.803278689,1.458534334,4.084745763,1.545718621,3.694915254,1.405092184,2.716666667,1.552381076,4.406779661,1.415659272,3.95,0.768555766,0.03763958,-0.012462057
238,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,2,0,0,0,0,0,0,1996,20,Female,Turkish,52,163,2.31225509,2.171875,1.507175299,4.112903226,2.057412339,3.532258065,1.743538346,3.569230769,1.793819518,2.921875,1.626220543,3.31147541,1.133445832,0.062554648,-0.011054618
239,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,98.0 mm,147 mm,2.82 m,0,0,1,2,0,1,0,0,0,1994,22,Female,Turkish,,,1.990195173,4.15,1.76428792,4.566666667,1.619444,5.033898305,1.286080677,1.952380952,1.069044968,3.796610169,1.270075494,2.639344262,0.983747713,0.03322326,-0.029161207
256,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,13,125,105.0 mm,157 mm,2.82 m,0,0,0,2,0,0,2,0,0,1995,20,Female,Turkish,,,1.911734032,5.148148148,1.558995896,4.264150943,1.416264635,5.962264151,1.1259571,1.264150943,0.683625612,4.679245283,1.516240098,3.811320755,0.961901238,0.04793013,-0.02654706
258,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,0,0,0,0,0,1996,20,Female,Turkish,58,165,1.934181315,2.385964912,1.35954806,3.568965517,1.601666555,3.666666667,1.618347187,2.929824561,1.602003758,4.456140351,1.488889512,4.107142857,0.755069447,0.035709813,-0.004877699
272,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,98.0 mm,147 mm,2.82 m,0,1,0,0,0,0,0,0,0,1993,23,Female,Turkish,,,1.994661903,1.55,1.141289785,4.193548387,1.90632003,2.661290323,1.828226305,4.918032787,2.099960968,3.196721311,1.814935005,4.14516129,1.021839778,,
275,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,0,0,0,0,0,1995,21,Female,Turkish,54,165,2.040253275,3.4,1.607187247,3.576271186,1.302562327,4.779661017,1.204414246,1.933333333,1.233249348,4.716666667,1.48542828,4.416666667,0.71997332,0.040816275,-0.021810498
282,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,0,0,0,0,0,1996,20,Female,Turkish,50,162,1.983027765,1.533333333,1.080907758,3.93442623,2.128135745,2.14516129,1.32870915,4.85483871,1.906389379,2.93220339,1.518443018,3.492063492,1.06063,0.044617289,-0.014431395
286,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,98.0 mm,147 mm,2.82 m,0,0,1,0,0,0,0,0,0,1994,22,Female,Turkish,65,164,2.082099867,1.709677419,0.998147411,3.328125,1.75530658,3.142857143,1.543531172,3.603174603,1.540210318,3.290322581,1.540567245,3.741935484,1.023261963,0.030309053,-0.012093943
299,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,13,125,105.0 mm,157 mm,2.82 m,0,0,1,0,0,1,2,0,0,1992,24,Female,Turkish,,,1.834238734,3.5,1.694912173,3.767857143,1.629177946,4.642857143,1.494578949,2.5,1.417311515,4.017241379,1.480770062,4.254545455,0.672699972,0.048860311,-0.045416362
302,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,0,0,0,0,0,1994,22,Female,Turkish,,,2.259156883,2.589285714,1.345386537,3.701754386,1.657934518,3.464285714,1.476658214,3.070175439,1.667543629,4.228070175,1.295838723,3.877192982,1.070216524,0.049529737,0.008443665
303,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,80.0 mm,120 mm,2.82 m,0,0,1,0,0,0,1,0,0,1995,21,Female,Turkish,96,173,1.98354864,1.421052632,0.730639847,3.684210526,1.824025128,2.559322034,1.611073603,4.766666667,1.807392228,3,1.706540566,3.694915254,1.118099331,0.049872884,-0.000879159
304,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,2,0,0,0,0,0,1994,22,Female,Turkish,,,1.892898993,4.590163934,1.646987646,5.433333333,1.306653984,4.770491803,1.637003794,3.06557377,1.806182461,3.475409836,1.628972656,3.416666667,1.093767655,0.035699479,-0.032089515
305,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,0,2,0,0,0,0,0,1993,22,Female,Turkish,,,1.827300135,3.921875,1.757565845,5.047619048,1.223803846,4.952380952,1.55986529,2.126984127,1.373623223,3.920634921,1.383095958,3.890625,0.892956344,0.036529741,-0.034779006
307,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,10,125,105.0 mm,157 mm,2.82 m,0,0,1,0,0,0,0,0,0,1995,21,Female,Turkish,63,168,1.953887807,3.047619048,1.55986529,4.112903226,1.46102186,4.016129032,1.207788054,2.984375,1.517016574,4.079365079,1.548168401,4.225806452,0.687579619,0.043131404,-0.041897231
309,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,10,125,105.0 mm,157 mm,2.82 m,0,0,1,2,0,0,0,0,0,1995,21,Female,Turkish,48,168,1.956802375,4.614035088,1.460850852,4,1.339068127,5.362068966,1.280053122,1.573770492,0.825813062,4.383333333,1.637398377,3.965517241,0.836985343,0.023707414,-0.02043034
310,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,13,125,98.0 mm,147 mm,2.82 m,0,0,1,0,0,0,0,0,0,1996,20,Female,Turkish,50,167,1.962872322,3.701754386,1.438810425,3.50877193,1.135825801,4.678571429,1.538678806,1.964912281,1.224233175,4.534482759,1.47749809,3.964912281,0.844412566,0.039104399,-0.032519361
323,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,98.0 mm,147 mm,2.82 m,0,0,1,0,0,0,0,0,1,1993,23,Female,Turkish,,,1.924922471,5.163636364,1.343897543,4.372881356,1.324807144,5.660714286,1.210210886,1.457627119,0.750219138,4.842105263,1.461279695,3.824561404,0.888875835,0.03902601,-0.037177474
330,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,13,125,105.0 mm,157 mm,2.82 m,0,0,1,1,0,"1,2,4",0,0,0,1995,21,Female,Turkish,,,1.972716655,2.363636364,1.474254582,4.634920635,1.629383292,3.26984127,1.588327881,4.015625,1.864387959,3.328125,1.564027032,3.40625,1.108677891,0.038653042,-0.015961298
334,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,2,0,0,1,1,0,0,1996,20,Female,Turkish,50,177,2.048116332,2.886792453,1.476226704,4.754716981,1.616092871,4.076923077,1.29624123,3.452830189,1.738324102,3.418181818,1.461745647,3.735849057,0.901941142,0.048918721,-0.048983899
340,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,0,0,0,0,0,0,0,1996,20,Female,Turkish,63,169,2.118097211,2.590163934,1.41865017,3.508196721,1.478996854,3.754098361,1.619215218,4.516666667,3.055928757,4.098360656,1.491139587,4.083333333,0.888565148,0.040260139,-0.027995533
341,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,0,0,0,0,0,1996,20,Female,Turkish,61,168,1.983773911,3.583333333,1.53260238,4.295081967,1.686656083,4.783333333,1.378917122,2.193548387,1.303698518,4.419354839,1.420556196,4.098360656,0.72353111,0.036853268,-0.019107295
345,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,1,0,0,0,0,0,1996,20,Female,Turkish,56,167,1.846765376,3.344827586,1.595517011,3.576271186,1.464562896,4.711864407,1.352530801,2.593220339,1.521327053,4.172413793,1.579894856,4.051724138,0.825522988,0.033551719,-0.029636015
352,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,10,160,105.0 mm,157 mm,2.82 m,0,0,1,2,0,0,0,0,0,1993,23,Female,Turkish,,,2.156855096,5.228070175,2.809534429,3.15,1.866974349,5.150943396,1.48578167,1.517857143,0.894245674,5.421052632,1.569205536,4.303571429,0.892792205,0.056142521,-0.006565418
355,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,10,125,105.0 mm,157 mm,2.82 m,0,0,1,0,0,0,1,0,0,1995,21,Female,Turkish,65,165,2.112616621,2.147540984,1.314484253,4.583333333,1.759156834,3.442622951,1.58665886,4.196721311,1.67152298,3.816666667,1.692372386,4.183333333,0.812855746,0.042857031,-0.003920599
363,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,0,0,0,0,1,0,1,1995,21,Female,Turkish,,,2.125384582,3.636363636,1.703630506,3.890909091,1.409921554,4.482142857,1.513467679,1.964285714,1.220495961,4.49122807,1.582525186,3.910714286,0.879602921,0.056966153,-0.006192462
365,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,13,125,105.0 mm,157 mm,2.82 m,0,0,0,2,0,1,1,0,0,1995,20,Female,Turkish,,,1.884827243,4.589285714,1.875941322,5.333333333,1.414213562,5.854545455,1.025926534,1.836363636,1.475273187,2.8,1.603237465,4.2,1.007380174,0.042616842,-0.027324249
366,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,2,0,0,0,0,0,0,1995,21,Female,Turkish,45,157,1.937233129,2.298245614,1.349138777,3.75,2.011331535,3.578947368,1.438592671,5.175438596,3.042102228,3.701754386,1.591999106,2.754385965,0.968811897,0.028753749,-0.018646505
369,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,13,125,105.0 mm,157 mm,2.82 m,0,0,1,2,0,1,0,0,0,1994,21,Female,Turkish,,,1.824805231,4.107142857,1.370846738,4.372881356,1.437170413,5.086206897,1.341437861,1.842105263,1.146259035,4.810344828,1.176627601,3.603448276,0.972240227,0.044178037,-0.029661606
374,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,0,0,0,1,1,0,0,1993,23,Female,Turkish,,,1.771052852,4.516129032,1.445648479,4.015873016,1.518616343,5.15625,1.427827187,2.031746032,1.163535407,5.075757576,1.470851204,4.174603175,0.730436956,0.035803408,-0.029768187
377,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,98.0 mm,147 mm,2.82 m,0,0,0,2,0,0,0,0,0,1994,22,Female,Turkish,,,2.072968315,2.438596491,1.295838723,4.224137931,1.654797422,4.266666667,1.424562575,3.084745763,1.694698993,2.9,1.297977566,3.965517241,0.815755322,0.040548982,-0.003280333
378,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,98.0 mm,147 mm,2.82 m,0,0,0,0,0,0,0,0,0,1994,22,Female,Turkish,,,1.949718984,2.928571429,1.682607747,3.660714286,1.598599224,3.6,1.422048601,2.910714286,1.643464032,3.672727273,1.440865808,3.928571429,0.759357213,0.034902666,-0.03029072
380,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,1,1,0,0,0,0,0,0,1994,22,Female,Turkish,52,158,1.957446737,2.666666667,1.694393031,4.634920635,1.505919367,3.396825397,1.561013758,3.564516129,1.938572804,3.5,1.593638146,3.619047619,0.923327982,0.031864618,-0.019669488
382,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,0,0,0,0,0,1995,21,Female,Turkish,55,167,1.854521713,1.690909091,1.184353665,5,1.640399065,2.709090909,1.640604307,4.631578947,2.02335982,2.672727273,1.440865808,3.571428571,1.125847444,0.04705206,-0.017900348
386,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,13,125,105.0 mm,157 mm,2.82 m,0,0,0,2,0,0,0,2,0,1994,22,Female,Turkish,,,2.149091891,3.050847458,1.68588183,5.548387097,1.301668782,3.838709677,1.830466646,3.983333333,1.827211144,3.409836066,1.563937863,3.866666667,0.812334294,0.073153263,0.010019706
393,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,0,1,0,0,0,0,0,1992,23,Female,Turkish,,,1.984509321,3.322033898,1.70638434,4.65,1.424066748,4.423728814,1.499464155,3.169491525,1.922216235,3.796610169,1.423687066,4.220338983,0.810870044,0.030143039,-0.00435011
395,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,13,125,105.0 mm,157 mm,2.82 m,0,0,0,0,0,0,0,0,0,1995,21,Female,Turkish,,,2.060492116,3.793650794,1.557072627,3.640625,1.372833791,4.603174603,1.37418225,2.419354839,1.349540141,5.080645161,1.334269458,4.161290323,0.682174642,0.051211799,0.013819196
398,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,10,125,105.0 mm,157 mm,2.82 m,0,0,2,0,0,0,0,0,0,1995,21,Female,Turkish,52,165,2.056276989,2.857142857,1.457540381,4.677419355,1.352280327,3.952380952,1.485723148,3.508196721,1.747597883,3.793650794,1.471873177,3.96875,0.8723031,0.037032583,-0.021976261
404,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,2,0,3,0,0,0,1994,22,Female,Turkish,,,1.987420935,2.633333333,1.314413792,4.639344262,1.43797064,3.666666667,1.569482984,3.868852459,1.793278281,3.637931034,1.693105481,3.716666667,1.026623009,0.034684852,-0.004087022
405,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,0,0,0,0,0,0,0,1994,22,Female,Turkish,,,1.898280153,2.083333333,1.211409974,3.806451613,1.576868755,3.406779661,1.576974887,3.327868852,1.535375214,3.716666667,1.51927354,3.475409836,1.07403534,0.039964609,-0.003744385
419,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,2,0,1,0,0,0,1994,22,Female,Turkish,59,170,1.890026001,2.257575758,1.244193975,4.454545455,1.326439052,3.6,1.589024858,3.4,1.757128339,3.268656716,1.409729069,4.015151515,0.831910207,0.054504933,-0.031424454
424,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,0,0,0,0,0,0,0,1993,22,Female,Turkish,,,1.911395111,3.545454545,1.675732917,4.333333333,1.243852809,4.648148148,1.519153282,2.125,1.236747935,3.781818182,1.559806601,4.272727273,0.679175575,0.037853339,-0.040135037
427,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,2,0,1,0,0,0,1995,21,Female,Turkish,,,1.959914902,4.174603175,1.708986519,4.35,1.33816216,5.049180328,1.203137974,1.881355932,1.160926291,4.31147541,1.522508715,3.55,0.891104818,0.032847983,-0.026750852
429,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,13,125,105.0 mm,157 mm,2.82 m,0,0,1,0,0,0,0,0,0,1996,20,Female,Turkish,54,155,2.114136663,2.216666667,1.059127666,3.431034483,1.623425758,3.483333333,1.37152231,2.830508475,1.452139235,3.711864407,1.462766008,4.112903226,0.726655007,0.05191017,-0.045807355
434,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,13,125,92.0 mm,138 mm,2.82 m,0,0,0,2,0,0,2,0,1,1995,21,Female,Turkish,,,2.024425806,3.74137931,1.691675644,3.385964912,1.145712286,4.793103448,1.166169629,2.206896552,1.334542706,4.534482759,1.512700817,3.689655172,0.882717029,0.058013377,0.00883207
441,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,2,1,0,0,0,0,0,1995,21,Female,Turkish,55,175,1.835930247,1.709677419,0.998147411,3.258064516,1.697978392,3.523809524,1.758455544,3.46031746,1.654177476,3.301587302,1.520132853,3.079365079,1.082136288,0.057664566,-0.048309434
444,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,92.0 mm,138 mm,,0,0,1,2,0,1,0,0,0,1995,21,Female,Turkish,58,166,1.878322183,3.05,1.556016208,4.516129032,1.565424946,4.459016393,1.489673012,3.412698413,1.487961592,3.704918033,1.464516556,4.1,0.857667313,0.041223881,-0.026952866
447,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,1,0,0,0,0,1,1995,21,Female,Turkish,70,169,2.094191831,2.767857143,1.572387547,4.927272727,1.653890424,4.833333333,1.563136663,2.607142857,1.754770862,3.642857143,1.506695016,3.925925926,1.025189386,0.049977479,0.008382505
452,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,0,0,0,1,0,0,1993,23,Female,Turkish,57,174,1.941629266,4.064516129,1.51355588,4.111111111,1.482272787,4.761904762,1.410951243,2.655737705,1.682114204,3.870967742,1.408217929,3.327868852,0.870274123,0.034447857,-0.032812622
453,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,0,0,0,1,0,0,1995,21,Female,Turkish,52,158,1.983012282,3.393442623,1.695864465,3.451612903,1.69548503,4.393442623,1.486367928,2.290322581,1.3716939,3.770491803,1.465076137,4,0.856348839,0.031587772,-0.020126017
454,Canon EOS 6D,Canon EF 24-105mm f/4L IS,1/128,9.9,160,105.0 mm,,,0,1,1,0,0,0,0,0,0,1993,23,Female,Turkish,92,165,1.979006829,2.31147541,1.33592644,4.612903226,1.441252173,3.5,1.596615272,4.047619048,1.640501216,3.836065574,1.540349829,3.629032258,0.979023786,0.036191452,-0.004717234
456,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,0,0,1,0,0,0,1995,21,Female,Turkish,56,169,1.973202144,1.984375,1.09097579,3.682539683,1.624662713,3.183333333,1.478566262,3.327868852,1.670541943,3.587301587,1.509485285,3.064516129,1.291472254,0.036625621,-0.022664967
457,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,2,2,0,0,2,0,0,1992,24,Female,Turkish,49,167,1.868617657,3.387096774,1.77740683,4.126984127,1.601330732,4.266666667,1.655669936,3.016393443,1.658230013,3.754098361,1.629475761,3.26984127,1.110163446,0.044020005,-0.016346369
460,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,2,0,0,0,0,0,0,1993,23,Female,Turkish,63,160,2.066581946,2.435483871,1.249537196,3.616666667,1.48542828,3.516666667,1.523729442,3.295081967,1.735360311,3.852459016,1.503729426,4.360655738,0.633318953,0.032029264,-0.006604364
465,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,2,0,1,1,0,0,1993,23,Female,Turkish,54,165,1.934072104,3.459016393,1.659053651,4.466666667,1.371213327,4.45,1.500564865,2.6,1.291432,3.966666667,1.551015705,3.93220339,0.944391919,0.038262707,-0.025582062
468,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,2,0,1,1,0,0,1994,22,Female,Turkish,54,171,1.849863456,5.762711864,1.356198834,5.366666667,1.220817546,6.169491525,1.100979852,1.830508475,1.353826536,4.2,1.570922216,2.360655738,0.876218901,0.032601325,-0.004994468
470,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,2,0,0,0,0,0,1992,24,Female,Turkish,56,172,1.827689692,1.839285714,1.005019868,3.071428571,1.582370407,2.631578947,1.409553867,4.362068966,1.783927029,3.25862069,1.358021585,3.690909091,1.168613095,0.049879804,-0.023907224
473,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,0,0,0,0,0,0,1995,21,Female,Turkish,52,162,1.865500939,2.089285714,1.179780961,3.2,1.725623881,3.545454545,1.772403493,3.214285714,1.865615041,4.428571429,1.437891674,4.142857143,0.818614604,0.042245996,-0.018859013
474,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,0,0,0,0,0,0,1993,23,Female,Turkish,57,174,1.768431084,2.017241379,1.146946814,2.606557377,1.440817922,3.224137931,1.451473582,3.288135593,1.69228317,4.25,1.270593082,3.280701754,0.95906178,0.064852645,-0.035694839
475,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,2,0,0,0,0,0,1993,23,Female,Turkish,63,170,1.990477042,2.920634921,1.619454182,5.365079365,1.629383292,4.28125,1.485044492,3.5,1.743841623,2.564516129,1.362506944,2.703125,1.122351379,0.051066,-0.00702462
484,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,0,0,0,0,0,0,1995,21,Female,Turkish,58,165,2.015288014,2.733333333,1.424562575,3.467741935,1.501013231,3.457627119,1.512272028,3.393442623,1.625614638,5.050847458,1.237680378,3.816666667,1.0968625,0.034115721,-0.010386965
486,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,0,0,0,1,0,0,1993,23,Female,Turkish,54,165,1.987686827,2.388888889,1.534713625,3.618181818,1.407531449,3.333333333,1.492117654,3.892857143,2.015201965,4.490909091,1.39937456,4.125,0.832575413,0.038837675,0.00101558
490,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,13,125,105.0 mm,157 mm,2.82 m,0,0,1,2,0,0,0,0,0,1995,21,Female,Turkish,48,161,1.894404762,4.865384615,1.54702556,3.811320755,1.468340295,5.545454545,1.068369852,1.867924528,1.19353605,4.527272727,1.43829304,2.901960784,1.100089123,0.03756601,-0.038379815
492,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,0,0,0,0,0,0,1992,24,Female,Turkish,69,158,1.940009014,2,1.389181256,4.465517241,1.708754725,3.620689655,1.620348524,3.5,1.709108724,3.771929825,1.547088785,3.666666667,0.932227236,0.044680002,0.002229704
